summary,pred,label,score,anger,disgust,fear,joy,neutral,sadness,surprise
Monica struggles to support Pete in his goal to become the Ultimate Fighting Champion. Chandler is uneasy when his boss playfully slaps his butt. Rachel becomes jealous when Ross starts dating a woman that was introduced to him by Phoebe.,2,fear,0.8445123,0.013757193,0.0821337,0.8445123,0.002270264,0.044131592,0.008515237,0.004679842
"While at the beach, Phoebe meets a family friend with links to her past; Ross discovers that Rachel still loves him and must decide between her and Bonnie.",5,sadness,0.4137167,0.0748581,0.098399796,0.018165637,0.18926123,0.17096475,0.4137167,0.034633704
"Ross chooses between Rachel and his bald-headed girlfriend Bonnie; Joey, Chandler, and Monica have a perilous encounter with a jellyfish at the beach.",2,fear,0.92642486,0.004608478,0.00853245,0.92642486,0.002673534,0.0460288,0.008903611,0.002828354
Phoebe becomes convinced that the spirit of her dead mother is inside a cat. Chandler and Joey are robbed. Monica goes on a date with a guy from her high school.,5,sadness,0.6389758,0.16013072,0.02791076,0.054742597,0.001674874,0.073732115,0.6389758,0.04283318
Monica tries to avoid criticism when she caters a party for her mother. Chandler ends up half naked and handcuffed to a chair in Rachel's boss's office. Joey tries to get educated from a salesman trying to sell him a set of encyclopedias.,1,disgust,0.73789907,0.052507658,0.73789907,0.018569501,0.00359113,0.14471076,0.033465087,0.009256735
Joey is forced to help Treeger learn how to dance after he threatens to have Monica and Rachel evicted. Phoebe develops a crush on one of her clients. Ross tries to help Chandler quit the gym.,2,fear,0.6890233,0.2397546,0.020582782,0.6890233,0.002188556,0.026625745,0.01627931,0.005545859
Chandler develops feelings for Joey's new girlfriend. Ross and Rachel try to make each other jealous with their dates. Phoebe's cold gives her a sexy singing voice.,0,anger,0.48878795,0.48878795,0.13990657,0.005019071,0.010289301,0.30938798,0.0406331,0.005975988
Ross's new girlfriend is nearly perfect until he discovers her apartment is very dirty. Chandler buys a better birthday present for Kathy than Joey. Phoebe helps Monica cater an event. Rachel is obsessed at finishing a crossword puzzle by herself.,1,disgust,0.80339223,0.015479261,0.80339223,0.004046896,0.005576949,0.09011102,0.07179837,0.009595207
Chandler is guilt-ridden after kissing Kathy. Ross starts playing the keyboard again and everyone except Phoebe thinks he's terrible. Joey dates someone else while still attached to Kathy.,1,disgust,0.5259341,0.04085099,0.5259341,0.23696263,0.002352025,0.053140547,0.13093553,0.009824282
Chandler tries to earn Joey's forgiveness by lying in a wooden box for six hours. Monica accidentally gets ice in her eye and her doctor turns out to be Richard's son and it's discovered Rachel exchanges the gifts she received in the past.,4,neutral,0.5638023,0.06746918,0.08346297,0.011181215,0.005073106,0.5638023,0.11491304,0.15409826
Monica ends up having to choose between a head chef position or the catering business she started with Phoebe. Rachel is close to getting a promotion but tragedy strikes. Chandler and Ross are excited when an old friend is coming to town.,5,sadness,0.9204405,0.002638383,0.001584088,0.019733507,0.004731478,0.017602075,0.9204405,0.033269957
"In order for her kitchen staff to acknowledge her authority, Monica hires Joey so she can fire him in front of them. Chandler unsuccessfully tries to set Rachel up with a co-worker. Ross can't choose between two girls.",0,anger,0.43069392,0.43069392,0.1229264,0.01953063,0.002667346,0.36772817,0.048890717,0.007562919
Newlyweds Frank and Alice ask Phoebe to be their surrogate. Joey gets a job as a tour guide at Ross's museum. Chandler asks Monica and Rachel for advice on how to sexually satisfy Kathy.,4,neutral,0.4550766,0.016344756,0.007186736,0.001267514,0.43806094,0.4550766,0.029528916,0.052534595
"Phoebe's uterus is examined for implantation of the embryos. Meanwhile, a seemingly harmless game between Chandler and Joey against Monica and Rachel escalates into a full blown contest where the stakes are raised higher and higher.",4,neutral,0.6680777,0.023098629,0.015786236,0.005990678,0.27239183,0.6680777,0.003766878,0.0108881
"After seeing Kathy's play, Chandler becomes convinced she is cheating on him with her co-star. Rachel develops a crush on one of her customers. Monica becomes jealous when she realizes she is no longer the 'hostess'.",1,disgust,0.579344,0.27412,0.579344,0.014206422,0.004000322,0.08434168,0.03579089,0.008196742
"Joey arrives on the set of his latest movie unwashed, after a three-day fishing trip with his dad. Rachel sets up Ross with the niece of her boss. Chandler goes through three phrases to help recover from Kathy cheating on him.",4,neutral,0.87870115,0.005400871,0.013740113,0.001797242,0.051755335,0.87870115,0.02813437,0.020470815
"Chandler runs into Janice, and finds her more irritating than ever and creates an elaborate plan to break up with her, meanwhile, Ross attempts to learn how to play rugby to impress Emily and Monica obsesses over a electric lighting switch.",0,anger,0.4619919,0.4619919,0.27558923,0.003701188,0.0209609,0.1663815,0.051706903,0.019668337
Rachel organizes a fake good bye party for Emily so she can spend time with Joshua. A side effect from her pregnancy causes Phoebe to have a craving for meat.,1,disgust,0.46447313,0.026997495,0.46447313,0.0063887,0.014247015,0.43961096,0.042241596,0.006041099
Chandler and Joey discover that they're getting a free porn channel on their TV. Monica encourages Ross to tell Emily he loves her just before she leaves for London. Phoebe gets a shock when she visits her OB-GYN.,6,surprise,0.7858642,0.010555069,0.002943603,0.011484287,0.122133434,0.058066543,0.008952873,0.7858642
Rachel has an awkward encounter with Joshua's parents. Phoebe is offered the chance to name one of the triplets. Ross becomes paranoid when Emily goes to London with Susan.,4,neutral,0.473787,0.013201248,0.20936798,0.23543467,0.015853634,0.473787,0.03469699,0.017658457
Ross proposes to Emily. Monica and Rachel try to win their apartment back from Chandler and Joey.,4,neutral,0.49659672,0.05665651,0.07251541,0.00476246,0.057316367,0.49659672,0.28912243,0.023030125
"Monica tries on Emily's wedding dress, and can't stop wearing it. Jealous of Ross's proposal to Emily, Rachel tries to talk Joshua into marriage. Chandler takes Joey to a sleep clinic when he starts snoring.",1,disgust,0.6909085,0.08870144,0.6909085,0.014996976,0.004462809,0.11099165,0.08158137,0.008357232
"As Ross and Emily send out wedding invitations, he and Rachel each look back on their relationship together while Joey and Chandler look for a purpose in life.",4,neutral,0.7557717,0.012373156,0.037306745,0.004855495,0.041012492,0.7557717,0.14435579,0.004324672
"at first Ross chooses Joey to be his best man but after a mishap at his bachelor party, he decides he wants both Joey and Chandler as his best men. Phoebe's mood swings makes Monica and Rachel nervous.",2,fear,0.973958,0.003421214,0.001870053,0.973958,0.003129554,0.008908232,0.004287797,0.004425218
"Phoebe tries to help Rachel deal with her feelings for Ross as the rest of the gang head to London for Ross and Emily's wedding, while someone else unexpectedly shows up to the wedding.",6,surprise,0.85629797,0.018299304,0.001691442,0.008809897,0.01414084,0.05901432,0.04174617,0.85629797
Phoebe tries to warn the gang that Rachel is coming to London to tell Ross she still loves him. Ross and Emily's parents get into an argument over the bill for the wedding. Monica and Chandler sleep together. The wedding ends with a gaffe.,4,neutral,0.5569811,0.052261643,0.06284248,0.023697117,0.10233353,0.5569811,0.16215357,0.039730612
"A humiliated Emily runs away after Ross says Rachel's name at the altar. Meanwhile, Chandler and Monica struggle to get time alone together.",5,sadness,0.7608095,0.008360937,0.15712517,0.009423287,0.002767455,0.05323542,0.7608095,0.008278293
Chandler must constantly kiss the girls to cover up a kiss he gave to Monica to hide their affair. Phoebe gets irritated when the gang constantly talk about London. Rachel puts Monica in charge of her love life. Ross tries to contact Emily.,0,anger,0.8271111,0.8271111,0.08157942,0.004336643,0.002195255,0.06569278,0.013079557,0.006005284
"The gang take Phoebe to the hospital after she goes into labor. Monica threatens to go on a date with a male nurse after Chandler claims they are ""just goofing around."" Joey gets treated for kidney stones.",2,fear,0.8724734,0.09473444,0.008392832,0.8724734,0.001606107,0.01326274,0.006582713,0.002947708
Ross finally gets in touch with Emily and they try to work it out. Chandler gloats after Rachel reveals that Monica's secret boyfriend is the best sex she ever had. Phoebe and Joey debate if a selfless good deed exists.,4,neutral,0.70400727,0.040624734,0.020885197,0.001577384,0.20068154,0.70400727,0.01240238,0.019821452
Chandler and Monica go away for the weekend but spend the entire time fighting. Ross tries to tell Rachel about his agreement with Emily.,4,neutral,0.69322616,0.115380384,0.11124054,0.004901308,0.008834858,0.69322616,0.059739128,0.006677619
The gang become frustrated with Emily's demands to Ross. Monica and Rachel mistake their new neighbor for a yeti. Phoebe receives a fur coat as a family heirloom from her mother.,0,anger,0.6871197,0.6871197,0.07074182,0.004327288,0.003100248,0.2033476,0.0213766,0.009986757
Ross moves in with Chandler and Joey after Emily's cousin kicks him out of his apartment. Phoebe dates a health inspector. Rachel plays hard-to-get with Danny.,0,anger,0.50668037,0.50668037,0.14191565,0.009998379,0.006671052,0.15549633,0.17246662,0.00677168
The gang remember and share with each other their worst Thanksgivings.,1,disgust,0.8941816,0.044962216,0.8941816,0.001707773,0.003025232,0.04794861,0.007194655,0.000979827
Joey finds himself constantly covering for Chandler and Monica's affair. Ross becomes angry when someone at work eats his sandwich. Phoebe and Rachel enroll in a literature class.,0,anger,0.9216206,0.9216206,0.026255181,0.004571636,0.001474601,0.03227366,0.008065215,0.005739039
A bored Ross wreaks havoc in Chandler and Joey's lives. Rachel is uncomfortable with Danny's unusually close relationship with his sister. Phoebe runs into trouble whilst collecting donations for the poor during Christmas.,1,disgust,0.4792363,0.059673935,0.4792363,0.11225267,0.009143562,0.11983427,0.21088192,0.008977287
The gang make their New Years resolutions. Chandler struggles to not make jokes about everyone. Rachel uncovers a secret. Ross runs into trouble when he wears leather pants on a date.,5,sadness,0.3470695,0.052967418,0.16910666,0.060852725,0.012078582,0.34304446,0.3470695,0.014880638
Monica becomes annoyed at how Chandler sucks up to his boss by mimicking his boss's laugh and laughing at his tasteless jokes. Ross hooks up with Janice when he finds out Emily is getting married.,0,anger,0.3817874,0.3817874,0.13544308,0.002626064,0.027116353,0.37306005,0.021243716,0.05872334
"Phoebe's grandmother dies, and is shocked when her father turns up at the funeral. Meanwhile, Rachel gives Joey a ""man's bag"" for an audition, and Chandler is scared to tell Monica he doesn't like her massages.",6,surprise,0.9743474,0.003805738,0.001971494,0.008385492,0.001232076,0.007027225,0.003230609,0.9743474
"When Phoebe finds out about Monica and Chandler, she and Rachel attempt to get them to confess their relationship.",0,anger,0.6569296,0.6569296,0.1804047,0.07403123,0.004618685,0.0629016,0.01769338,0.003420784
Ross makes enemies out of his new neighbors. Chandler freaks out about his relationship with Monica. Joey dates a girl who likes to playfully punch him but she doesn't realize she punches him too hard and Joey is reluctant to tell her.,2,fear,0.577092,0.020193543,0.14255852,0.577092,0.004446347,0.2237356,0.020935355,0.011038656
"Joey has a dream about Monica and becomes convinced he is in love with her. Meanwhile, Phoebe finds a police badge in Central Perk, and Ross tries to get his new sofa into his apartment.",4,neutral,0.5630993,0.108698644,0.05146822,0.029564971,0.023550598,0.5630993,0.07843974,0.14517844
Rachel has an awkward encounter when she interviews for a new job. Monica becomes jealous of Phoebe and Gary. Joey searches for a 'hot girl' in Ross's building.,1,disgust,0.87677544,0.013223508,0.87677544,0.015135082,0.005469301,0.057063963,0.025724262,0.006608477
"Rachel takes up smoking to feel more included at work. Joey auditions for a soup commercial with Ross's son Ben, but they end up competing against each other. Monica and Phoebe plan Rachel's surprise birthday party one month in advance.",3,joy,0.64884853,0.014990699,0.030279757,0.00127594,0.64884853,0.16332358,0.12316649,0.01811501
"As Joey's grandmother visits to watch him on TV, Ross has trouble flirting with the pizza delivery girl, and Rachel tries to find an earring of Monica's that she has misplaced.",1,disgust,0.361814,0.10101343,0.361814,0.04570584,0.004785893,0.3282306,0.14256665,0.015883569
The guys go on a ride-along with Gary. Rachel accidentally deletes a message from Emily on Ross's answering machine.,4,neutral,0.9323917,0.005325948,0.010323771,0.001628476,0.008923668,0.9323917,0.00663334,0.034773063
"Gary asks Phoebe to move in with him but she's reluctant to and to overcome boredom, Ross and Joey start throwing a ball to each other. Rachel buys an expensive cat but it doesn't behave as she hoped it would.",2,fear,0.44164294,0.040189795,0.078185804,0.44164294,0.009041514,0.26413414,0.15957041,0.007235375
"Joey drives to Las Vegas to shoot to shoot a new movie where he is in the lead role. Rachel gets an eye infection but is reluctant to seek treatment because of her eye phobia. Phoebe is mad at Ross, but doesn't know why.",2,fear,0.64512616,0.06781865,0.03254008,0.64512616,0.00406829,0.16814181,0.054882087,0.027422927
The gang go to Las Vegas to visit Joey. Chandler is angry when he finds out Monica had lunch with Richard. Ross and Rachel try to embarrass each other after an awkward encounter.,0,anger,0.37067604,0.37067604,0.29920587,0.011437226,0.011641336,0.2149542,0.07395953,0.018125819
Chandler and Monica reconcile and hastily decide to get married. Ross and Rachel get drunk and roam the casino. Phoebe deals with a 'lurker' on the slot machines.,4,neutral,0.43397006,0.20578805,0.13171226,0.019231783,0.0237929,0.43397006,0.17562833,0.009876628
Ross and Rachel deal with the aftermath of their drunken escapade. Phoebe and Joey take a road trip back to New York in Phoebe's grandmother's cab. Monica and Chandler ponder the idea of marriage.,5,sadness,0.7343159,0.017519824,0.07084624,0.024285927,0.022638706,0.12479115,0.7343159,0.005602276
Monica and Chandler try to tell Rachel and Joey that they're moving in together. Phoebe thinks that Ross didn't get the annulment because he still loves Rachel.,4,neutral,0.5046593,0.019749507,0.018924292,0.00435858,0.06828444,0.5046593,0.35751867,0.02650525
Ross tries to deny he still has feelings for Rachel. Joey interviews for a new roommate. Monica and Chandler argue over what to do with the spare room when they move in together.,4,neutral,0.6989057,0.048632,0.089485995,0.005904078,0.02503052,0.6989057,0.12517849,0.006863169
"Joey's health benefits lapse just as he develops a hernia. Ross is given a professorship at NYU and eager to impress his students, he puts on a fake English accent.",4,neutral,0.84922093,0.035219233,0.06100693,0.005933638,0.005545748,0.84922093,0.026580373,0.01649326
"Ross and Rachel try to get an annulment, Joey finds the keys to a porsche in Central Perk, and Phoebe, Monica and Chandler babysit the triplets.",4,neutral,0.46805888,0.035218153,0.01377009,0.004727078,0.115900934,0.46805888,0.29611206,0.0662128
"On the last night before Chandler and Monica move in together, Monica and Rachel argue, and Chandler tries to give Joey money to help him pay the bills.",0,anger,0.48911464,0.48911464,0.13072191,0.022623114,0.010206951,0.2473365,0.079150096,0.0208467
Rachel is embarrassed by Phoebe's odd running style. Joey gets a new roommate. Chandler tries to impress Monica by cleaning the apartment but forgets how everything is supposed to look.,5,sadness,0.43891737,0.012296861,0.2973907,0.013077566,0.010531909,0.16725789,0.43891737,0.06052776
Ross goes too far while trying to impress a date by over-whitening his teeth. Rachel uses gossip to get her boss to like her after Phoebe supposedly makes out with Ralph Lauren.,1,disgust,0.5858546,0.07469319,0.5858546,0.00272376,0.003999043,0.31743494,0.01000794,0.005286549
Ross is forced to reveal the reason why Jack and Judy don't like Chandler. Rachel tries to make dessert for the gang. Joey and Ross try to get out of Thanksgiving when they are invited to hang out with Janine and her dancer friends.,1,disgust,0.36468643,0.15687424,0.36468643,0.004097205,0.02603657,0.35413462,0.08424815,0.009922758
"On the set of ""Dick Clark's New Year's Rockin' Eve"", Joey tries to kiss Janine at midnight and Monica and Ross resurrect their dance routine from high school. Meanwhile, Rachel, Phoebe and Chandler look for Monica's Christmas presents.",4,neutral,0.39279068,0.006718808,0.007408312,0.003078682,0.36599422,0.39279068,0.117981024,0.10602829
"Joey is caught in the middle when Janine tells him she doesn't like Monica and Chandler. Meanwhile, Rachel buys an apothecary table from a store that Phoebe hates.",1,disgust,0.6480756,0.14064333,0.6480756,0.007920969,0.003891818,0.12062261,0.06384354,0.015002129
"Chandler and Ross argue over a joke. Meanwhile, Joey reluctantly takes a waiter job at Central Perk, and Monica becomes annoyed when Phoebe says she would choose Rachel over her as a girlfriend.",0,anger,0.5053191,0.5053191,0.13673128,0.005775365,0.017917808,0.29872352,0.030683862,0.004848936
"Rachel's younger sister arrives in New York and goes on a date with Ross. Meanwhile, Monica won't admit that she is sick.",5,sadness,0.52467924,0.00334006,0.014973062,0.011557839,0.016803388,0.3945048,0.52467924,0.034141682
"Rachel tries to end the spark between Ross and Jill. When Chandler admits that he can't cry, Monica tries to make it happen. The gang discovers that Phoebe's sister, Ursula, is a porn star and is using Phoebe's name.",1,disgust,0.41295442,0.12549666,0.41295442,0.011268001,0.015721027,0.2210593,0.18440668,0.029093953
"When Rachel hears Barry and Mindy are getting divorced, the gang wonder how different their lives could have been.",6,surprise,0.9193578,0.003907661,0.004705157,0.00756111,0.003090245,0.05119225,0.010185729,0.9193578
The gang continue to think about how different their lives could have been.,4,neutral,0.95393425,0.005947863,0.019045223,0.002391798,0.002124018,0.95393425,0.005658095,0.010898708
Rachel and Phoebe take self-defense classes. Chandler and Monica agree to give each other homemade presents for Valentine's Day. Joey tries to get money through medical research.,4,neutral,0.78530025,0.07886956,0.052485492,0.019435173,0.030732054,0.78530025,0.02892482,0.004252673
Ross jeopardizes his career when he starts dating a student from one of his palaeontology classes. Rachel and Phoebe's apartment catches fire.,0,anger,0.90839565,0.90839565,0.052892424,0.008788018,0.000724248,0.016412629,0.011104149,0.001682872
Joey tries to get everyone to pay for his broken fridge. Ross becomes paranoid when Elizabeth makes plans for spring break. Monica and Chandler compete against Phoebe to find Rachel a date.,2,fear,0.67239535,0.06645437,0.010981455,0.67239535,0.004267647,0.21495111,0.010039899,0.02091009
Chandler forgets to write down a message for Joey when the time of his audition for the lead in a TV show is changed.,4,neutral,0.63370013,0.018496057,0.18064837,0.015873928,0.00370614,0.63370013,0.13635598,0.011219339
"Elizabeth's father takes an instant disliking to Ross. Joey almost gets fired from ""Mac and C.H.E.E.S.E."" after offending the operator of the robot. Phoebe writes a book based on Monica and Chandler.",0,anger,0.46876752,0.46876752,0.099798426,0.17424758,0.003465917,0.110255234,0.13279198,0.010673438
Paul threatens to have Ross fired from the university if he continues to date Elizabeth. The girls put their names down on a waiting list for a wedding venue.,2,fear,0.6822126,0.28081322,0.006146143,0.6822126,0.00176643,0.017946914,0.006918734,0.004195974
Chandler and Phoebe go looking for an engagement ring for Monica. Rachel tries to get Paul to open up to her.,4,neutral,0.7066819,0.033408493,0.0198875,0.009152885,0.0220551,0.7066819,0.1306592,0.078154884
Chandler's plan to propose to Monica at dinner is interrupted by Richard. Joey accidentally buys a boat at a silent auction. Ross and Elizabeth's relationship comes to a crossroad.,6,surprise,0.2709512,0.19755667,0.028410684,0.05755239,0.003457781,0.24809168,0.19397958,0.2709512
"Chandler continues to pretend to hate the idea of marriage, unaware Richard wants Monica back. Meanwhile, Rachel and Phoebe discuss their 'back-up' plans.",4,neutral,0.35122094,0.2420187,0.3347834,0.005400019,0.005844392,0.35122094,0.055373322,0.005359142
"The gang celebrate Monica and Chandler's engagement, however Ross and Rachel upstage them by briefly reuniting. Joey tries to dress and act like a nineteen-year-old for an audition.",3,joy,0.75823665,0.008261426,0.014673779,0.001159169,0.75823665,0.17533688,0.02487037,0.01746169
"Monica learns her parents have spent her entire wedding fund. Phoebe temporarily moves into Ross's apartment, bringing her massage clients with her. Joey mocks Rachel when he finds an erotic novel she is reading.",1,disgust,0.8509092,0.08378494,0.8509092,0.004071663,0.005236998,0.03190814,0.018801624,0.005287507
"Monica tries to figure out Phoebe's grandmother's secret cookie recipe. Meanwhile, Rachel tries to teach Joey how to sail, and Chandler has an awkward encounter when he tries to bond with Jack.",1,disgust,0.6524784,0.013003551,0.6524784,0.013839528,0.03218147,0.19930208,0.07746695,0.011727991
"Chaos ensues when Monica and Chandler decide to share each other's secrets. Rachel gets a promotion and interviews for an assistant. Joey is offered the chance to go back on ""Days of Our Lives"".",4,neutral,0.50515443,0.055596188,0.043293796,0.003270672,0.34042624,0.50515443,0.028048985,0.02420976
"Chandler struggles to photograph well for his and Monica's engagement picture. Joey teaches Tag how to pick up women, much to Rachel's annoyance. Phoebe and Ross date a couple who are divorcing.",4,neutral,0.40872905,0.16771105,0.078437395,0.004643978,0.005894314,0.40872905,0.32217696,0.012407261
"Joey and Ross accidentally take a nap together - and much to their dismay, find that they like it. Phoebe and Rachel compete to become Monica's maid of honor.",6,surprise,0.47856885,0.01468468,0.014328225,0.003789383,0.06289093,0.2138009,0.21193701,0.47856885
Ross and Chandler discovers that Ross's book is in the section of the library where students go to have sex. Monica and Chandler run into Janice and she immediately invites herself to the ...                See full summaryÂ Â»,2,fear,0.2222527,0.09137506,0.02111645,0.2222527,0.2027046,0.19172218,0.078043,0.19278602
"Ross struggles to name all 50 states in a game. Joey compromises Rachel's chances with her crush, Tag, during Thanksgiving dinner. Phoebe sneaks a dog into the apartment, making Chandler extremely nervous.",2,fear,0.9333938,0.005682465,0.006243113,0.9333938,0.002090032,0.040883414,0.005658364,0.006048757
"Monica makes candy to get to know her neighbours, Rachel and Tag try to hide their relationship at work and Ross buys Phoebe a bike.",4,neutral,0.81452805,0.054784734,0.04692778,0.004769172,0.047426283,0.81452805,0.014991344,0.016572664
"Ross wants to introduce Ben to Hanukkah. In order to entice Rachel to move back into their refurbished apartment, Phoebe must drive a wedge between Rachel and current roomie Joey.",0,anger,0.65819997,0.65819997,0.117574506,0.01330693,0.007143347,0.17959492,0.019057792,0.0051225
Chandler refuses to give back a cheesecake accidentally delivered to his apartment; Phoebe gets angry with Joey when he blows off dinner with her for a date.,0,anger,0.8563066,0.8563066,0.033563737,0.005380387,0.002888992,0.070165336,0.022939274,0.008755662
"After the gang head up to the roof to see a passing comet, separate events unfold that lead to them all having a sleepless night.",2,fear,0.69895405,0.002299909,0.003850615,0.69895405,0.004618766,0.05739162,0.22437276,0.008512278
Rachel breaks Joey's armchair. Phoebe takes a temp job in a call centre. Ross and Monica find out their parents are selling their childhood home.,0,anger,0.37991685,0.37991685,0.0625248,0.033597548,0.009064364,0.08945402,0.34421954,0.081222825
Rachel's 30th birthday prompts the rest of the gang to reminisce about their own 30th celebrations.,3,joy,0.66771597,0.00645091,0.004118923,0.000904303,0.66771597,0.19145562,0.02973612,0.099618174
"Joey gets an opportunity to rejoin ""Days of Our Lives"" when his comatose character is implanted with the brain of a female character. Joey approaches her to get some advice on how to play ...                See full summaryÂ Â»",4,neutral,0.34926593,0.068620995,0.030734232,0.06145691,0.3484198,0.34926593,0.060084403,0.08141773
"Chandler is shocked to find out who Monica really wanted to sleep with the night they first got together. Meanwhile, Rachel gets into trouble with Ross when she teaches Ben practical jokes.",6,surprise,0.97974724,0.005974921,0.002382987,0.002032504,0.001576605,0.006725112,0.001560636,0.97974724
"Monica takes the other girls to an overpriced store to choose her wedding dress, briefing them as if they were in the military since bargain-hunters are far more ruthless then Rachel can ...                See full summaryÂ Â»",0,anger,0.7235948,0.7235948,0.023114633,0.15940286,0.01712337,0.03795085,0.022024635,0.016788896
Joey is nominated for a Soapy Award for his part on Days of Our Lives and Rachel is his date to the ceremony. Joey doesn't win the award but takes someone else's award home. Rachel ...                See full summaryÂ Â»,3,joy,0.46991837,0.045541584,0.008470045,0.027345095,0.46991837,0.22152369,0.12115555,0.1060457
Joey auditions for a naked role in a big movie; Rachel and Phoebe plan Monica's wedding shower; Ross becomes attracted to his cousin after she visits.,3,joy,0.35883826,0.026714742,0.012549316,0.025014302,0.35883826,0.35767564,0.03651775,0.18268998
Rachel's college friend can't remember a scandalous kiss from the past; Chandler and Ross argue for possession of Val Kilmer's tuxedo.,4,neutral,0.3914177,0.18389341,0.28241473,0.014192888,0.005043628,0.3914177,0.10331222,0.01972534
"Monica and Chandler are getting married in four weeks and have to write their vows, but neither has a clue what to say, so they reflect on their past.",5,sadness,0.5286245,0.00620112,0.00912536,0.004213255,0.041365553,0.39547858,0.5286245,0.014991662
Ross and Rachel hit the freeway together when Monica's Porsche shows up again; Chandler and Monica go off to Vegas to find Chandler's estranged dad.,5,sadness,0.8251898,0.031542785,0.004824904,0.003642816,0.011538679,0.07920522,0.8251898,0.04405587
"So close to the wedding, Chandler suddenly realizes the overwhelming meaning of getting married. Meanwhile, Joey acts opposite a famous actor in a movie, but can't bring himself to tell him that he spits when he says his lines.",6,surprise,0.5284261,0.023153735,0.31461588,0.025120415,0.013291808,0.07526854,0.02012358,0.5284261
Ross tries to find Chandler with Phoebe's help. Meanwhile Rachel tries to hinder Monica.,0,anger,0.38802898,0.38802898,0.15144375,0.035789195,0.007379481,0.3454333,0.066972315,0.004952992
The gang learns that Rachel is pregnant; Joey tries to impress a Broadway director who's dating Chandler's mom; Chandler's shoes make it hard for him to dance.,4,neutral,0.3949769,0.060625132,0.07523923,0.024246985,0.04424981,0.3949769,0.24702941,0.15363254
"Monica, Phoebe and Joey advise Rachel to tell the father about the pregnancy. Chandler and Ross lose the wedding photos.",5,sadness,0.7658282,0.027396156,0.027238546,0.007638503,0.005887486,0.15305343,0.7658282,0.012957623
"Even on their honeymoon, Monica is pushy, and is annoyed that Chandler won't jump the line at the airport check-in - especially after the couple in front of them, also on their honeymoon, ...                See full summaryÂ Â»",0,anger,0.60815716,0.60815716,0.024674766,0.10670455,0.043890946,0.07680721,0.09770202,0.042063348
"Ross and Rachel tell everyone about the night they were together. They have two different stories of how it happened until Ross accidentally reveals that he videotaped it. Not surprisingly, everyone wants to see it.",6,surprise,0.6989108,0.03123683,0.007530136,0.001308232,0.010598477,0.2462892,0.004126371,0.6989108
"Phoebe dates Monica's sous-chef Tim and Monica doesn't fire him for Phoebe's sake. When Phoebe decides to dump Tim, Monica can finally fire him. Rachel has a date with Kash, a co-star on ...                See full summaryÂ Â»",0,anger,0.3017268,0.3017268,0.03774165,0.110102616,0.13217796,0.17646785,0.19837882,0.043404274
Monica and Chandler are having a costume party for Halloween. Phoebe bumps into Ursula who is getting married in a week and invites her in return for Ursula's invitation for the wedding. ...                See full summaryÂ Â»,3,joy,0.6494711,0.025062913,0.004992117,0.015077075,0.6494711,0.1836904,0.033055667,0.08865064
"Chandler hires a maid, whom Monica suspects is stealing her clothing; Eric has trouble forgetting Ursula when he breaks up with her to date Phoebe.",1,disgust,0.44718713,0.18666147,0.44718713,0.01813068,0.00336217,0.22817662,0.103099585,0.013382427
"Chandler finds out that Monica had a bachelorette party with a stripper, even though they promised not to have bachelor/bachelorette parties. Rachel takes Phoebe along to dinner with ...                See full summaryÂ Â»",5,sadness,0.30383724,0.2102044,0.029520757,0.076200135,0.070451364,0.1292798,0.30383724,0.18050629
"Monica invites Will, an old school friend of her and Ross over for Thanksgiving dinner, unaware he isn't too fond of Rachel.",4,neutral,0.8033026,0.010379426,0.046994347,0.002007819,0.02145504,0.8033026,0.051815964,0.06404476
"Monica's expensive new boots hurt her feet, but she's determined to prove to Chandler that her purchase was worth it; Ben goes to school with Sting's son.",5,sadness,0.5833847,0.022204684,0.017258106,0.011362849,0.019891165,0.32558498,0.5833847,0.02031348
"Joey wants to take Rachel to dinner on a pretend date to practice his dating skills, but soon develops romantic feelings for her; Monica, Phoebe, and Chandler are addicted to Mrs. Pacman.",5,sadness,0.48391578,0.04409127,0.242827,0.00913017,0.019010594,0.17829661,0.48391578,0.022728596
Phoebe gives Chandler and Monica a late wedding present: the game Ms Pac-Man. Chandler plays it all day long to be better than Monica and Phoebe. Rachel misses dressing up for romantic ...                See full summaryÂ Â»,5,sadness,0.81583947,0.017160185,0.003715365,0.019352734,0.048410308,0.04650943,0.81583947,0.04901251
Monica turns Chandler on to the concept of taking a bath to relax; Ross and Rachel toss baby names around while deciding whether to learn the baby's sex.,4,neutral,0.72478604,0.008088236,0.026449202,0.002195893,0.20916748,0.72478604,0.020075297,0.009237828
"Chandler's very curious about a locked closet, but Monica won't tell him what is inside.",6,surprise,0.6155689,0.006727192,0.030575749,0.00354042,0.00203704,0.3346367,0.006914033,0.6155689
"During Valentine's Day, Chandler discovers the miracle of birth seeing an extremely graphic video.",1,disgust,0.9779282,0.004678547,0.9779282,0.004684508,0.00220665,0.004706246,0.002828326,0.002967493
"Ross freaks out when Joey tells him that he is in love with Rachel because Ross is afraid that they will get married and raise his kid together. Phoebe dates a guy called Don, who she ...                See full summaryÂ Â»",2,fear,0.89469993,0.01832746,0.002981687,0.89469993,0.015976522,0.025026513,0.028948614,0.014039271
